city,city_ascii,state_id,state_name,county_name,lat,lng
New York,New York,NY,New York,Queens,40.6943,-73.9249
Los Angeles,Los Angeles,CA,California,Los Angeles,34.1141,-118.4068
Chicago,Chicago,IL,Illinois,Cook,41.8375,-87.6866
Miami,Miami,FL,Florida,Miami-Dade,25.784,-80.2101
Houston,Houston,TX,Texas,Harris,29.786,-95.3885
Dallas,Dallas,TX,Texas,Dallas,32.7935,-96.7667
Philadelphia,Philadelphia,PA,Pennsylvania,Philadelphia,40.0077,-75.1339
Atlanta,Atlanta,GA,Georgia,Fulton,33.7628,-84.422
Washington,Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163
Boston,Boston,MA,Massachusetts,Suffolk,42.3188,-71.0852
Phoenix,Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0892
Detroit,Detroit,MI,Michigan,Wayne,42.3834,-83.1024
Seattle,Seattle,WA,Washington,King,47.6211,-122.3244
San Francisco,San Francisco,CA,California,San Francisco,37.7558,-122.4449
San Diego,San Diego,CA,California,San Diego,32.8313,-117.1222
Minneapolis,Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678
Tampa,Tampa,FL,Florida,Hillsborough,27.9945,-82.4447
Brooklyn,Brooklyn,NY,New York,Kings,40.6501,-73.9496
Denver,Denver,CO,Colorado,Denver,39.762,-104.8758
Queens,Queens,NY,New York,Queens,40.7498,-73.7976
Riverside,Riverside,CA,California,Riverside,33.9381,-117.3949
Las Vegas,Las Vegas,NV,Nevada,Clark,36.2333,-115.2654
Baltimore,Baltimore,MD,Maryland,Baltimore,39.3051,-76.6144
St. Louis,St. Louis,MO,Missouri,St. Louis,38.6359,-90.2451
Portland,Portland,OR,Oregon,Multnomah,45.5371,-122.65
San Antonio,San Antonio,TX,Texas,Bexar,29.4632,-98.5238
Sacramento,Sacramento,CA,California,Sacramento,38.5677,-121.4685
Austin,Austin,TX,Texas,Travis,30.3005,-97.7522
Orlando,Orlando,FL,Florida,Orange,28.4773,-81.337
San Juan,San Juan,PR,Puerto Rico,San Juan,18.3985,-66.061
San Jose,San Jose,CA,California,Santa Clara,37.3012,-121.848
Pittsburgh,Pittsburgh,PA,Pennsylvania,Allegheny,40.4397,-79.9763
Indianapolis,Indianapolis,IN,Indiana,Marion,39.7771,-86.1458
Manhattan,Manhattan,NY,New York,New York,40.7834,-73.9662
Cincinnati,Cincinnati,OH,Ohio,Hamilton,39.1413,-84.506
Kansas City,Kansas City,MO,Missouri,Jackson,39.1238,-94.5541
Cleveland,Cleveland,OH,Ohio,Cuyahoga,41.4764,-81.6805
Columbus,Columbus,OH,Ohio,Franklin,39.9862,-82.9855
Bronx,Bronx,NY,New York,Bronx,40.8501,-73.8662
Virginia Beach,Virginia Beach,VA,Virginia,Virginia Beach,36.7335,-76.0435
Charlotte,Charlotte,NC,North Carolina,Mecklenburg,35.2083,-80.8303
Milwaukee,Milwaukee,WI,Wisconsin,Milwaukee,43.0642,-87.9675
Providence,Providence,RI,Rhode Island,Providence,41.823,-71.4187
Jacksonville,Jacksonville,FL,Florida,Duval,30.3322,-81.6749
Nashville,Nashville,TN,Tennessee,Davidson,36.1715,-86.7842
Salt Lake City,Salt Lake City,UT,Utah,Salt Lake,40.7776,-111.9311
Raleigh,Raleigh,NC,North Carolina,Wake,35.8324,-78.6429
Richmond,Richmond,VA,Virginia,Richmond,37.5295,-77.4756
Memphis,Memphis,TN,Tennessee,Shelby,35.1087,-89.9663
Oklahoma City,Oklahoma City,OK,Oklahoma,Oklahoma,35.4676,-97.5136
Hartford,Hartford,CT,Connecticut,Capitol,41.7661,-72.6834
Louisville,Louisville,KY,Kentucky,Jefferson,38.1663,-85.6485
Buffalo,Buffalo,NY,New York,Erie,42.9018,-78.8487
New Orleans,New Orleans,LA,Louisiana,Orleans,30.0687,-89.9288
Fort Worth,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474
Bridgeport,Bridgeport,CT,Connecticut,Greater Bridgeport,41.1918,-73.1954
Tucson,Tucson,AZ,Arizona,Pima,32.1541,-110.8787
El Paso,El Paso,TX,Texas,El Paso,31.8476,-106.43
Omaha,Omaha,NE,Nebraska,Douglas,41.2627,-96.0529
McAllen,McAllen,TX,Texas,Hidalgo,26.2252,-98.2467
Birmingham,Birmingham,AL,Alabama,Jefferson,33.5279,-86.7971
Albuquerque,Albuquerque,NM,New Mexico,Bernalillo,35.1054,-106.6465
Tulsa,Tulsa,OK,Oklahoma,Tulsa,36.1283,-95.9042
Fresno,Fresno,CA,California,Fresno,36.783,-119.7939
Charleston,Charleston,SC,South Carolina,Charleston,32.8168,-79.9687
Rochester,Rochester,NY,New York,Monroe,43.168,-77.6162
Dayton,Dayton,OH,Ohio,Montgomery,39.7805,-84.2003
Cape Coral,Cape Coral,FL,Florida,Lee,26.6443,-81.9957
Mission Viejo,Mission Viejo,CA,California,Orange,33.6096,-117.6551
Colorado Springs,Colorado Springs,CO,Colorado,El Paso,38.8674,-104.7605
Baton Rouge,Baton Rouge,LA,Louisiana,East Baton Rouge,30.442,-91.1311
Allentown,Allentown,PA,Pennsylvania,Lehigh,40.5961,-75.4756
Ogden,Ogden,UT,Utah,Weber,41.2279,-111.9682
Provo,Provo,UT,Utah,Utah,40.2457,-111.6457
Knoxville,Knoxville,TN,Tennessee,Knox,35.9692,-83.9496
Grand Rapids,Grand Rapids,MI,Michigan,Kent,42.9619,-85.6562
Columbia,Columbia,SC,South Carolina,Richland,34.0378,-80.9036
Albany,Albany,NY,New York,Albany,42.6664,-73.7987
Bakersfield,Bakersfield,CA,California,Kern,35.3529,-119.0359
New Haven,New Haven,CT,Connecticut,South Central Connecticut,41.3113,-72.9246
Des Moines,Des Moines,IA,Iowa,Polk,41.5725,-93.6105
Akron,Akron,OH,Ohio,Summit,41.0798,-81.5219
Palm Bay,Palm Bay,FL,Florida,Brevard,27.9631,-80.6593
Concord,Concord,CA,California,Contra Costa,37.9722,-122.0016
Wichita,Wichita,KS,Kansas,Sedgwick,37.6895,-97.3443
Mesa,Mesa,AZ,Arizona,Maricopa,33.4015,-111.7178
Harrisburg,Harrisburg,PA,Pennsylvania,Dauphin,40.2752,-76.8843
Staten Island,Staten Island,NY,New York,Richmond,40.5834,-74.1496
Toledo,Toledo,OH,Ohio,Lucas,41.6638,-83.5827
Worcester,Worcester,MA,Massachusetts,Worcester,42.2705,-71.8079
Long Beach,Long Beach,CA,California,Los Angeles,33.7977,-118.167
Port St. Lucie,Port St. Lucie,FL,Florida,St. Lucie,27.2796,-80.3884
Little Rock,Little Rock,AR,Arkansas,Pulaski,34.7256,-92.3577
Reno,Reno,NV,Nevada,Washoe,39.5497,-119.8483
Spokane,Spokane,WA,Washington,Spokane,47.6671,-117.433
Madison,Madison,WI,Wisconsin,Dane,43.0822,-89.393
Boise,Boise,ID,Idaho,Ada,43.6005,-116.2308
Bonita Springs,Bonita Springs,FL,Florida,Lee,26.3558,-81.7859
Denton,Denton,TX,Texas,Denton,33.2175,-97.1418
Oakland,Oakland,CA,California,Alameda,37.7904,-122.2166
Springfield,Springfield,MA,Massachusetts,Hampden,42.1155,-72.5395
Augusta,Augusta,GA,Georgia,Richmond,33.3645,-82.0708
Kissimmee,Kissimmee,FL,Florida,Osceola,28.3041,-81.4169
Winston-Salem,Winston-Salem,NC,North Carolina,Forsyth,36.1029,-80.261
Stockton,Stockton,CA,California,San Joaquin,37.9765,-121.3109
Syracuse,Syracuse,NY,New York,Onondaga,43.0407,-76.1437
Chattanooga,Chattanooga,TN,Tennessee,Hamilton,35.066,-85.2481
Lancaster,Lancaster,PA,Pennsylvania,Lancaster,40.042,-76.3012
Greenville,Greenville,SC,South Carolina,Greenville,34.8354,-82.3646
Durham,Durham,NC,North Carolina,Durham,35.9792,-78.9022
Pensacola,Pensacola,FL,Florida,Escambia,30.4413,-87.1911
Fayetteville,Fayetteville,AR,Arkansas,Washington,36.0714,-94.1661
Arlington,Arlington,TX,Texas,Tarrant,32.6998,-97.125
Aurora,Aurora,CO,Colorado,Arapahoe,39.7083,-104.7237
Oxnard,Oxnard,CA,California,Ventura,34.1964,-119.1815
Indio,Indio,CA,California,Riverside,33.7346,-116.2346
Scranton,Scranton,PA,Pennsylvania,Lackawanna,41.4044,-75.6649
Victorville,Victorville,CA,California,San Bernardino,34.5277,-117.3536
Trenton,Trenton,NJ,New Jersey,Mercer,40.2237,-74.7641
Modesto,Modesto,CA,California,Stanislaus,37.6375,-121.0028
Huntsville,Huntsville,AL,Alabama,Madison,34.6981,-86.6412
Honolulu,Honolulu,HI,Hawaii,Honolulu,21.3294,-157.846
Greensboro,Greensboro,NC,North Carolina,Guilford,36.0956,-79.8271
Anaheim,Anaheim,CA,California,Orange,33.839,-117.8574
Corpus Christi,Corpus Christi,TX,Texas,Nueces,27.7254,-97.3767
Fort Wayne,Fort Wayne,IN,Indiana,Allen,41.0888,-85.1436
Fort Collins,Fort Collins,CO,Colorado,Larimer,40.5477,-105.0656
Jackson,Jackson,MS,Mississippi,Hinds,32.3157,-90.2125
Myrtle Beach,Myrtle Beach,SC,South Carolina,Horry,33.7094,-78.8844
Fayetteville,Fayetteville,NC,North Carolina,Cumberland,35.085,-78.9772
Antioch,Antioch,CA,California,Contra Costa,37.9787,-121.796
Lansing,Lansing,MI,Michigan,Ingham,42.7142,-84.5601
Lexington,Lexington,KY,Kentucky,Fayette,38.0423,-84.4587
Mobile,Mobile,AL,Alabama,Mobile,30.6782,-88.1162
Youngstown,Youngstown,OH,Ohio,Mahoning,41.0993,-80.6463
Henderson,Henderson,NV,Nevada,Clark,36.0133,-115.0381
Savannah,Savannah,GA,Georgia,Chatham,32.0286,-81.1821
Poughkeepsie,Poughkeepsie,NY,New York,Dutchess,41.695,-73.9211
Santa Ana,Santa Ana,CA,California,Orange,33.7367,-117.8819
Ann Arbor,Ann Arbor,MI,Michigan,Washtenaw,42.2759,-83.731
St. Paul,St. Paul,MN,Minnesota,Ramsey,44.9478,-93.1039
Newark,Newark,NJ,New Jersey,Essex,40.7245,-74.1725
Irvine,Irvine,CA,California,Orange,33.6772,-117.7738
Santa Rosa,Santa Rosa,CA,California,Sonoma,38.4458,-122.7067
Canton,Canton,OH,Ohio,Stark,40.8078,-81.3676
Asheville,Asheville,NC,North Carolina,Buncombe,35.5707,-82.5537
Flint,Flint,MI,Michigan,Genesee,43.0236,-83.6921
Winter Haven,Winter Haven,FL,Florida,Polk,28.0118,-81.7014
Anchorage,Anchorage,AK,Alaska,Anchorage,61.1508,-149.1091
Lincoln,Lincoln,NE,Nebraska,Lancaster,40.8099,-96.6784
Concord,Concord,NC,North Carolina,Cabarrus,35.3933,-80.6369
Jersey City,Jersey City,NJ,New Jersey,Hudson,40.7184,-74.0686
Springfield,Springfield,MO,Missouri,Greene,37.1943,-93.2916
Plano,Plano,TX,Texas,Collin,33.0502,-96.7486
Shreveport,Shreveport,LA,Louisiana,Caddo,32.4653,-93.7955
Davenport,Davenport,IA,Iowa,Scott,41.5565,-90.6053
Lubbock,Lubbock,TX,Texas,Lubbock,33.5657,-101.8879
Lakeland,Lakeland,FL,Florida,Polk,28.0557,-81.9545
South Bend,South Bend,IN,Indiana,St. Joseph,41.6767,-86.2696
Chula Vista,Chula Vista,CA,California,San Diego,32.6281,-117.0144
Chandler,Chandler,AZ,Arizona,Maricopa,33.2825,-111.8514
Rockford,Rockford,IL,Illinois,Winnebago,42.2596,-89.064
Reading,Reading,PA,Pennsylvania,Berks,40.34,-75.9267
Eugene,Eugene,OR,Oregon,Lane,44.0564,-123.1174
Wilmington,Wilmington,NC,North Carolina,New Hanover,34.2099,-77.8866
Santa Clarita,Santa Clarita,CA,California,Los Angeles,34.4175,-118.4964
Gilbert,Gilbert,AZ,Arizona,Maricopa,33.31,-111.7463
Salem,Salem,OR,Oregon,Marion,44.9233,-123.0244
Killeen,Killeen,TX,Texas,Bell,31.0753,-97.7297
Round Lake Beach,Round Lake Beach,IL,Illinois,Lake,42.3791,-88.0811
Columbus,Columbus,GA,Georgia,Muscogee,32.51,-84.8771
North Las Vegas,North Las Vegas,NV,Nevada,Clark,36.2883,-115.0888
Kennewick,Kennewick,WA,Washington,Benton,46.1978,-119.1732
St. Petersburg,St. Petersburg,FL,Florida,Pinellas,27.7931,-82.6652
Tallahassee,Tallahassee,FL,Florida,Leon,30.4551,-84.2527
Laredo,Laredo,TX,Texas,Webb,27.5625,-99.4874
Irving,Irving,TX,Texas,Dallas,32.8583,-96.9702
Peoria,Peoria,IL,Illinois,Peoria,40.752,-89.6154
Montgomery,Montgomery,AL,Alabama,Montgomery,32.3482,-86.2668
Chesapeake,Chesapeake,VA,Virginia,Chesapeake,36.6778,-76.3023
Glendale,Glendale,AZ,Arizona,Maricopa,33.5791,-112.2311
York,York,PA,Pennsylvania,York,39.9651,-76.7315
Nashua,Nashua,NH,New Hampshire,Hillsborough,42.7491,-71.491
Garland,Garland,TX,Texas,Dallas,32.91,-96.6304
Scottsdale,Scottsdale,AZ,Arizona,Maricopa,33.6872,-111.8651
Lafayette,Lafayette,LA,Louisiana,Lafayette,30.2082,-92.0325
Norfolk,Norfolk,VA,Virginia,Norfolk,36.8945,-76.259
Arlington,Arlington,VA,Virginia,Arlington,38.8786,-77.1011
Appleton,Appleton,WI,Wisconsin,Outagamie,44.278,-88.3892
Aguadilla,Aguadilla,PR,Puerto Rico,Aguadilla,18.4382,-67.1537
Rock Hill,Rock Hill,SC,South Carolina,York,34.9415,-81.0241
Fremont,Fremont,CA,California,Alameda,37.5265,-121.9843
Fargo,Fargo,ND,North Dakota,Cass,46.8651,-96.8292
Gulfport,Gulfport,MS,Mississippi,Harrison,30.4274,-89.0704
Bremerton,Bremerton,WA,Washington,Kitsap,47.5436,-122.7121
Green Bay,Green Bay,WI,Wisconsin,Brown,44.5148,-87.9895
Enterprise,Enterprise,NV,Nevada,Clark,36.0091,-115.2278
Hialeah,Hialeah,FL,Florida,Miami-Dade,25.8696,-80.3045
Deltona,Deltona,FL,Florida,Volusia,28.905,-81.2137
San Bernardino,San Bernardino,CA,California,San Bernardino,34.1416,-117.2943
Gainesville,Gainesville,FL,Florida,Alachua,29.6804,-82.3459
Spring Valley,Spring Valley,NV,Nevada,Clark,36.0952,-115.2636
Tacoma,Tacoma,WA,Washington,Pierce,47.2431,-122.4531
Roanoke,Roanoke,VA,Virginia,Roanoke,37.2785,-79.9581
Brownsville,Brownsville,TX,Texas,Cameron,25.9975,-97.458
College Station,College Station,TX,Texas,Brazos,30.5852,-96.2959
Olympia,Olympia,WA,Washington,Thurston,47.0417,-122.8959
Clarksville,Clarksville,TN,Tennessee,Montgomery,36.5692,-87.3413
Yonkers,Yonkers,NY,New York,Westchester,40.9466,-73.8673
Moreno Valley,Moreno Valley,CA,California,Riverside,33.9244,-117.2045
Thousand Oaks,Thousand Oaks,CA,California,Ventura,34.1914,-118.8756
Portland,Portland,ME,Maine,Cumberland,43.6773,-70.2715
Fontana,Fontana,CA,California,San Bernardino,34.0968,-117.4599
Hickory,Hickory,NC,North Carolina,Catawba,35.741,-81.3223
Amarillo,Amarillo,TX,Texas,Potter,35.1984,-101.8316
Sioux Falls,Sioux Falls,SD,South Dakota,Minnehaha,43.5396,-96.7311
Evansville,Evansville,IN,Indiana,Vanderburgh,37.9881,-87.5341
Huntington,Huntington,WV,West Virginia,Cabell,38.4109,-82.4345
Waterbury,Waterbury,CT,Connecticut,Naugatuck Valley,41.5582,-73.0361
Frisco,Frisco,TX,Texas,Collin,33.156,-96.8216
Lorain,Lorain,OH,Ohio,Lorain,41.4409,-82.184
Kalamazoo,Kalamazoo,MI,Michigan,Kalamazoo,42.2749,-85.5882
Galveston,Galveston,TX,Texas,Galveston,29.2484,-94.8913
Spartanburg,Spartanburg,SC,South Carolina,Spartanburg,34.9442,-81.9251
Santa Barbara,Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202
Sunrise Manor,Sunrise Manor,NV,Nevada,Clark,36.1783,-115.0487
Huntington Beach,Huntington Beach,CA,California,Orange,33.696,-118.0018
Grand Prairie,Grand Prairie,TX,Texas,Dallas,32.6871,-97.0208
Overland Park,Overland Park,KS,Kansas,Johnson,38.887,-94.687
McKinney,McKinney,TX,Texas,Collin,33.2016,-96.667
Waco,Waco,TX,Texas,McLennan,31.5599,-97.1882
Hagerstown,Hagerstown,MD,Maryland,Washington,39.6401,-77.7217
Glendale,Glendale,CA,California,Los Angeles,34.1819,-118.2468
Nampa,Nampa,ID,Idaho,Canyon,43.5844,-116.5638
Peoria,Peoria,AZ,Arizona,Maricopa,33.7843,-112.2989
Cedar Rapids,Cedar Rapids,IA,Iowa,Linn,41.9662,-91.6783
Vancouver,Vancouver,WA,Washington,Clark,45.6366,-122.5967
Paradise,Paradise,NV,Nevada,Clark,36.0872,-115.1355
Ocala,Ocala,FL,Florida,Marion,29.178,-82.1511
Erie,Erie,PA,Pennsylvania,Erie,42.1167,-80.0733
Newport News,Newport News,VA,Virginia,Newport News,37.1051,-76.5185
Frederick,Frederick,MD,Maryland,Frederick,39.4337,-77.4141
Murfreesboro,Murfreesboro,TN,Tennessee,Rutherford,35.849,-86.4121
Fort Lauderdale,Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464
Aurora,Aurora,IL,Illinois,Kane,41.7638,-88.2902
Tempe,Tempe,AZ,Arizona,Maricopa,33.3881,-111.9319
Danbury,Danbury,CT,Connecticut,Western Connecticut,41.4015,-73.4709
Spring Hill,Spring Hill,FL,Florida,Hernando,28.4798,-82.53
Gastonia,Gastonia,NC,North Carolina,Gaston,35.2494,-81.1854
Salinas,Salinas,CA,California,Monterey,36.6883,-121.6317
Fredericksburg,Fredericksburg,VA,Virginia,Fredericksburg,38.2992,-77.4872
Ontario,Ontario,CA,California,San Bernardino,34.0393,-117.6064
Elk Grove,Elk Grove,CA,California,Sacramento,38.4161,-121.3842
Gainesville,Gainesville,GA,Georgia,Hall,34.2902,-83.8294
Cary,Cary,NC,North Carolina,Wake,35.7819,-78.8195
Rancho Cucamonga,Rancho Cucamonga,CA,California,San Bernardino,34.1247,-117.5667
Oceanside,Oceanside,CA,California,San Diego,33.2247,-117.3083
Garden Grove,Garden Grove,CA,California,Orange,33.7787,-117.9601
Lancaster,Lancaster,CA,California,Los Angeles,34.6935,-118.1753
Hemet,Hemet,CA,California,Riverside,33.7341,-116.9969
Pembroke Pines,Pembroke Pines,FL,Florida,Broward,26.0128,-80.3382
Panama City,Panama City,FL,Florida,Bay,30.1995,-85.6003
Vallejo,Vallejo,CA,California,Solano,38.1125,-122.2342
Manchester,Manchester,NH,New Hampshire,Hillsborough,42.9848,-71.4447
Medford,Medford,OR,Oregon,Jackson,42.3372,-122.854
Bayamón,Bayamon,PR,Puerto Rico,Bayamón,18.3794,-66.1635
Mauldin,Mauldin,SC,South Carolina,Greenville,34.7821,-82.3032
Santa Cruz,Santa Cruz,CA,California,Santa Cruz,36.9789,-122.0346
Palmdale,Palmdale,CA,California,Los Angeles,34.5944,-118.1057
Norwich,Norwich,CT,Connecticut,Southeastern Connecticut,41.5495,-72.0882
Muskegon,Muskegon,MI,Michigan,Muskegon,43.2281,-86.2562
Leesburg,Leesburg,FL,Florida,Lake,28.7672,-81.8962
High Point,High Point,NC,North Carolina,Guilford,35.991,-79.9937
Tuscaloosa,Tuscaloosa,AL,Alabama,Tuscaloosa,33.2348,-87.5268
Visalia,Visalia,CA,California,Tulare,36.3276,-119.3269
Marysville,Marysville,WA,Washington,Snohomish,48.0809,-122.1561
Merced,Merced,CA,California,Merced,37.3057,-120.4779
Hayward,Hayward,CA,California,Alameda,37.6328,-122.0766
Lafayette,Lafayette,IN,Indiana,Tippecanoe,40.3991,-86.8593
Springfield,Springfield,IL,Illinois,Sangamon,39.7709,-89.654
Corona,Corona,CA,California,Riverside,33.8616,-117.5649
Paterson,Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624
Alexandria,Alexandria,VA,Virginia,Alexandria,38.8185,-77.0861
Macon,Macon,GA,Georgia,Bibb,32.8065,-83.6974
Binghamton,Binghamton,NY,New York,Broome,42.1014,-75.9093
Lakewood,Lakewood,CO,Colorado,Jefferson,39.6977,-105.1172
Kansas City,Kansas City,KS,Kansas,Wyandotte,39.1235,-94.7443
Odessa,Odessa,TX,Texas,Ector,31.8801,-102.3448
Sunnyvale,Sunnyvale,CA,California,Santa Clara,37.3836,-122.0255
New Bedford,New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428
Hollywood,Hollywood,FL,Florida,Broward,26.0293,-80.1679
South Lyon,South Lyon,MI,Michigan,Oakland,42.4614,-83.6526
Escondido,Escondido,CA,California,San Diego,33.1348,-117.0723
Lake Charles,Lake Charles,LA,Louisiana,Calcasieu,30.201,-93.2111
Pasadena,Pasadena,TX,Texas,Harris,29.6575,-95.1498
Bellevue,Bellevue,WA,Washington,King,47.5951,-122.1535
Joliet,Joliet,IL,Illinois,Will,41.5188,-88.1499
Champaign,Champaign,IL,Illinois,Champaign,40.1142,-88.2737
Pomona,Pomona,CA,California,Los Angeles,34.0585,-117.7626
Fairfield,Fairfield,CA,California,Solano,38.2583,-122.0335
Mesquite,Mesquite,TX,Texas,Dallas,32.7602,-96.5865
Elkhart,Elkhart,IN,Indiana,Elkhart,41.6916,-85.9627
Naperville,Naperville,IL,Illinois,DuPage,41.748,-88.1659
St. George,St. George,UT,Utah,Washington,37.0758,-113.5752
Roseville,Roseville,CA,California,Placer,38.7703,-121.3196
Topeka,Topeka,KS,Kansas,Shawnee,39.0346,-95.6955
Burlington,Burlington,NC,North Carolina,Alamance,36.076,-79.4685
Warner Robins,Warner Robins,GA,Georgia,Houston,32.5961,-83.6527
Surprise,Surprise,AZ,Arizona,Maricopa,33.6815,-112.4515
Torrance,Torrance,CA,California,Los Angeles,33.8346,-118.3416
Santa Maria,Santa Maria,CA,California,Santa Barbara,34.9333,-120.4431
Athens,Athens,GA,Georgia,Clarke,33.9508,-83.3689
Houma,Houma,LA,Louisiana,Terrebonne,29.58,-90.7059
Columbia,Columbia,MO,Missouri,Boone,38.9472,-92.3268
Fullerton,Fullerton,CA,California,Orange,33.8841,-117.9279
Olathe,Olathe,KS,Kansas,Johnson,38.8833,-94.82
Thornton,Thornton,CO,Colorado,Adams,39.9197,-104.9438
Greeley,Greeley,CO,Colorado,Weld,40.4152,-104.7706
Beaumont,Beaumont,TX,Texas,Jefferson,30.0849,-94.1451
Las Cruces,Las Cruces,NM,New Mexico,Doña Ana,32.3265,-106.7893
Midland,Midland,TX,Texas,Midland,32.0243,-102.1147
Metairie,Metairie,LA,Louisiana,Jefferson,29.9977,-90.178
Carolina,Carolina,PR,Puerto Rico,Carolina,18.4054,-65.9792
West Valley City,West Valley City,UT,Utah,Salt Lake,40.6886,-112.0123
Orange,Orange,CA,California,Orange,33.8038,-117.8218
Warren,Warren,MI,Michigan,Macomb,42.4934,-83.027
Grand Junction,Grand Junction,CO,Colorado,Mesa,39.0877,-108.5673
Tyler,Tyler,TX,Texas,Smith,32.3184,-95.3062
Pasadena,Pasadena,CA,California,Los Angeles,34.1597,-118.139
Hampton,Hampton,VA,Virginia,Hampton,37.0551,-76.363
Bloomington,Bloomington,IL,Illinois,McLean,40.4757,-88.9703
Elizabeth,Elizabeth,NJ,New Jersey,Union,40.6658,-74.1913
Stamford,Stamford,CT,Connecticut,Western Connecticut,41.1039,-73.5585
Yuma,Yuma,AZ,Arizona,Yuma,32.5995,-114.5491
Kent,Kent,WA,Washington,King,47.3887,-122.2128
Miramar,Miramar,FL,Florida,Broward,25.9773,-80.3351
Coeur d'Alene,Coeur d'Alene,ID,Idaho,Kootenai,47.704,-116.7936
Coral Springs,Coral Springs,FL,Florida,Broward,26.2702,-80.2591
Sterling Heights,Sterling Heights,MI,Michigan,Macomb,42.5809,-83.0305
Yuba City,Yuba City,CA,California,Sutter,39.1357,-121.6383
Yakima,Yakima,WA,Washington,Yakima,46.5923,-120.5496
Carrollton,Carrollton,TX,Texas,Dallas,32.989,-96.8999
Racine,Racine,WI,Wisconsin,Racine,42.7274,-87.8135
Johnson City,Johnson City,TN,Tennessee,Washington,36.3406,-82.3806
Billings,Billings,MT,Montana,Yellowstone,45.7891,-108.5526
Iowa City,Iowa City,IA,Iowa,Johnson,41.6559,-91.5303
Dover,Dover,DE,Delaware,Kent,39.161,-75.5202
Bellingham,Bellingham,WA,Washington,Whatcom,48.7548,-122.469
Charleston,Charleston,WV,West Virginia,Kanawha,38.3484,-81.6322
Lynchburg,Lynchburg,VA,Virginia,Lynchburg,37.4003,-79.1909
Santa Clara,Santa Clara,CA,California,Santa Clara,37.3646,-121.968
Norman,Norman,OK,Oklahoma,Cleveland,35.2335,-97.3471
Greenville,Greenville,NC,North Carolina,Pitt,35.5943,-77.376
Simi Valley,Simi Valley,CA,California,Ventura,34.2663,-118.749
Fort Smith,Fort Smith,AR,Arkansas,Sebastian,35.3495,-94.3695
Abilene,Abilene,TX,Texas,Taylor,32.4543,-99.7384
Arecibo,Arecibo,PR,Puerto Rico,Arecibo,18.4491,-66.7387
Lewisville,Lewisville,TX,Texas,Denton,33.0454,-96.9815
Pearland,Pearland,TX,Texas,Brazoria,29.5581,-95.3218
Lehigh Acres,Lehigh Acres,FL,Florida,Lee,26.612,-81.6388
Kenosha,Kenosha,WI,Wisconsin,Kenosha,42.5865,-87.8773
Seaside,Seaside,CA,California,Monterey,36.6224,-121.8199
Burlington,Burlington,VT,Vermont,Chittenden,44.4876,-73.2316
Arvada,Arvada,CO,Colorado,Jefferson,39.832,-105.151
Waldorf,Waldorf,MD,Maryland,Charles,38.6085,-76.9194
Independence,Independence,MO,Missouri,Jackson,39.0871,-94.3501
Rochester,Rochester,MN,Minnesota,Olmsted,44.0154,-92.478
Logan,Logan,UT,Utah,Cache,41.7399,-111.8422
Harlingen,Harlingen,TX,Texas,Cameron,26.1916,-97.6977
Berkeley,Berkeley,CA,California,Alameda,37.8722,-122.276
Clovis,Clovis,CA,California,Fresno,36.8278,-119.683
Round Rock,Round Rock,TX,Texas,Williamson,30.527,-97.6642
Pueblo,Pueblo,CO,Colorado,Pueblo,38.2701,-104.6114
Temple,Temple,TX,Texas,Bell,31.1068,-97.3891
Meridian,Meridian,ID,Idaho,Ada,43.6116,-116.3977
Duluth,Duluth,MN,Minnesota,St. Louis,46.7756,-92.1393
The Woodlands,The Woodlands,TX,Texas,Montgomery,30.1738,-95.5134
Boulder,Boulder,CO,Colorado,Boulder,40.0248,-105.2524
Richardson,Richardson,TX,Texas,Dallas,32.9716,-96.7093
Cambridge,Cambridge,MA,Massachusetts,Middlesex,42.3759,-71.1185
West Palm Beach,West Palm Beach,FL,Florida,Palm Beach,26.7469,-80.132
Port Arthur,Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264
East Los Angeles,East Los Angeles,CA,California,Los Angeles,34.0326,-118.1691
Redding,Redding,CA,California,Shasta,40.5698,-122.365
Clearwater,Clearwater,FL,Florida,Pinellas,27.979,-82.7623
Monroe,Monroe,LA,Louisiana,Ouachita,32.5185,-92.0774
Utica,Utica,NY,New York,Oneida,43.0962,-75.2261
St. Cloud,St. Cloud,MN,Minnesota,Stearns,45.534,-94.1718
Mandeville,Mandeville,LA,Louisiana,St. Tammany,30.3751,-90.0904
West Jordan,West Jordan,UT,Utah,Salt Lake,40.6024,-112.0008
North Charleston,North Charleston,SC,South Carolina,Charleston,32.9067,-80.0722
Richmond,Richmond,CA,California,Contra Costa,37.9477,-122.3389
Westminster,Westminster,CO,Colorado,Adams,39.8837,-105.0624
Saginaw,Saginaw,MI,Michigan,Saginaw,43.4199,-83.9501
Kailua,Kailua,HI,Hawaii,Honolulu,21.392,-157.7396
Brandon,Brandon,FL,Florida,Hillsborough,27.9367,-82.3
